Stock,Pick_Date,Price_At_Pick,Evaluation_Date,Price_At_Evaluation,Forward_Return_%,Pct_Above_50MA_At_Pick,Volume_Surge_Ratio,Avg_Daily_Turnover_Cr,Liquidity_Tier,ATR_14,Stop_Loss_Price,Stop_Loss_%,Suggested_Shares,Capital_Allocated_Rs,Scan_Date
MEDANTA,2025-07-18,1319.2,2026-07-03,1350.7,2.39,9.1,4.13,66.16,Strong,34.96,1249.27,5.3,71,93663.2,2025-07-18
CEATLTD,2025-07-18,3827.3,2026-07-03,3799.4,-0.73,2.4,1.72,69.0,Strong,126.02,3575.26,6.59,19,72718.7,2025-07-18
GODFRYPHLP,2025-07-18,3118.5,2026-07-03,2170.1,-30.41,9.6,2.3,238.86,Strong,124.56,2869.38,7.99,20,62370.0,2025-07-18
TARIL,2025-07-18,512.45,2026-07-03,336.75,-34.29,1.7,1.37,47.81,Strong,16.42,479.61,6.41,152,77892.4,2025-07-18
CHOICEIN,2025-07-22,763.9,2026-07-03,800.05,4.73,8.2,1.65,45.27,Strong,22.84,718.22,5.98,109,83265.1,2025-07-22
MEDANTA,2025-07-22,1290.4,2026-07-03,1350.7,4.67,6.5,3.82,65.15,Strong,35.52,1219.36,5.51,70,90328.0,2025-07-22
LEMONTREE,2025-07-22,157.33,2026-07-03,118.95,-24.39,10.9,2.46,66.29,Strong,4.97,147.38,6.32,502,78979.66,2025-07-22
CHOICEIN,2025-07-25,752.1,2026-07-03,800.05,6.38,5.8,2.48,53.47,Strong,20.0,712.09,5.32,124,93260.4,2025-07-25
GODFRYPHLP,2025-07-25,2925.83,2026-07-03,2170.1,-25.83,2.5,2.66,232.0,Strong,131.7,2662.43,9.0,18,52665.0,2025-07-25
CHOICEIN,2025-07-29,739.8,2026-07-03,800.05,8.14,3.8,2.55,55.98,Strong,21.37,697.05,5.78,116,85816.8,2025-07-29
BORORENEW,2025-07-29,607.75,2026-07-03,621.7,2.3,9.7,3.53,69.71,Strong,30.57,546.61,10.06,81,49227.75,2025-07-29
ZENSARTECH,2025-07-29,808.45,2026-07-03,516.1,-36.16,-3.5,1.36,66.41,Strong,27.67,753.11,6.84,90,72760.5,2025-07-29
CEMPRO,2025-08-01,792.35,2026-07-03,1449.0,82.87,-2.1,1.31,50.79,Strong,36.63,719.09,9.25,68,53879.8,2025-08-01
CHOICEIN,2025-08-01,752.8,2026-07-03,800.05,6.28,5.2,2.16,57.18,Strong,23.43,705.94,6.23,106,79796.8,2025-08-01
SHYAMMETL,2025-08-01,978.6,2026-07-03,955.1,-2.4,11.0,2.46,58.22,Strong,30.22,918.16,6.18,82,80245.2,2025-08-01
STARCEMENT,2025-08-01,243.85,2026-07-03,209.69,-14.01,11.4,4.59,12.98,Strong,7.88,228.09,6.46,317,77300.45,2025-08-01
ABCAPITAL,2025-08-05,282.0,2026-07-03,401.25,42.29,9.4,1.36,146.9,Strong,9.61,262.79,6.81,260,73320.0,2025-08-05
TVSMOTOR,2025-08-05,2983.2,2026-07-03,3627.4,21.59,5.7,1.46,231.66,Strong,65.45,2852.3,4.39,38,113361.6,2025-08-05
POONAWALLA,2025-08-05,438.4,2026-07-03,460.95,5.14,0.7,1.85,87.59,Strong,17.24,403.91,7.87,144,63129.6,2025-08-05
MEDPLUS,2025-08-05,876.75,2026-07-03,822.0,-6.24,-2.4,1.45,16.29,Strong,34.43,807.89,7.85,72,63126.0,2025-08-05
BLUEJET,2025-08-05,791.5,2026-07-03,556.0,-29.75,-10.6,3.1,84.89,Strong,45.35,700.79,11.46,55,43532.5,2025-08-05
CEMPRO,2025-08-08,725.65,2026-07-03,1449.0,99.68,-10.6,1.55,47.02,Strong,34.85,655.95,9.61,71,51521.15,2025-08-08
PRIVISCL,2025-08-08,2442.2,2026-07-03,3694.9,51.29,1.7,1.37,44.34,Strong,138.19,2165.83,11.32,18,43959.6,2025-08-08
ABCAPITAL,2025-08-08,271.8,2026-07-03,401.25,47.63,4.1,1.33,155.85,Strong,9.96,251.89,7.33,251,68221.8,2025-08-08
TVSMOTOR,2025-08-08,2968.9,2026-07-03,3627.4,22.18,4.8,1.52,243.78,Strong,70.43,2828.04,4.74,35,103911.5,2025-08-08
POONAWALLA,2025-08-08,434.3,2026-07-03,460.95,6.14,-0.8,1.63,87.35,Strong,17.11,400.09,7.88,146,63407.8,2025-08-08
BHARTIARTL,2025-08-08,1858.6,2026-07-03,1910.4,2.79,-3.5,2.34,1713.32,Strong,37.99,1782.61,4.09,65,120809.0,2025-08-08
ITI,2025-08-08,303.65,2026-07-03,297.95,-1.88,-4.0,2.38,30.13,Strong,11.32,281.01,7.46,220,66803.0,2025-08-08
CEMPRO,2025-08-12,758.95,2026-07-03,1449.0,90.92,-6.6,1.4,49.54,Strong,38.5,681.96,10.14,64,48572.8,2025-08-12
SHAILY,2025-08-12,1758.0,2026-07-03,2901.6,65.05,5.0,4.35,33.1,Strong,86.54,1584.93,9.84,28,49224.0,2025-08-12
TVSMOTOR,2025-08-12,2963.8,2026-07-03,3627.4,22.39,4.3,1.47,233.09,Strong,69.53,2824.74,4.69,35,103733.0,2025-08-12
BHARTIARTL,2025-08-12,1850.3,2026-07-03,1910.4,3.25,-3.9,2.4,1714.33,Strong,35.69,1778.93,3.86,70,129521.0,2025-08-12
HOMEFIRST,2025-08-12,1237.0,2026-07-03,1205.2,-2.57,-6.6,1.34,66.85,Strong,64.79,1107.41,10.48,38,47006.0,2025-08-12
TVSMOTOR,2025-08-18,3219.7,2026-07-03,3627.4,12.66,5.9,1.54,257.7,Strong,70.82,3078.06,4.4,35,112689.5,2025-08-15
MUTHOOTFIN,2025-08-18,2768.3,2026-07-03,3054.9,10.35,5.2,2.08,215.68,Strong,82.29,2603.71,5.95,30,83049.0,2025-08-15
BHARTIARTL,2025-08-18,1892.3,2026-07-03,1910.4,0.96,-2.7,2.47,1712.8,Strong,33.83,1824.64,3.58,73,138137.9,2025-08-15
SHRIPISTON,2025-08-19,2602.2,2026-07-03,4197.5,61.31,6.9,1.51,18.22,Strong,98.3,2405.6,7.56,25,65055.0,2025-08-19
ASHOKLEY,2025-08-19,133.28,2026-07-03,164.35,23.31,8.9,2.07,177.87,Strong,3.87,125.54,5.81,646,86098.88,2025-08-19
TVSMOTOR,2025-08-19,3251.9,2026-07-03,3627.4,11.55,13.2,1.47,325.38,Strong,82.29,3087.31,5.06,30,97557.0,2025-08-19
MUTHOOTFIN,2025-08-19,2747.2,2026-07-03,3054.9,11.2,4.4,2.35,223.46,Strong,80.75,2585.7,5.88,30,82416.0,2025-08-19
BHARTIARTL,2025-08-19,1909.7,2026-07-03,1910.4,0.04,-0.9,2.55,1741.98,Strong,32.78,1844.14,3.43,76,145137.2,2025-08-19
MEDPLUS,2025-08-19,835.0,2026-07-03,822.0,-1.56,-5.0,2.73,22.1,Strong,35.51,763.99,8.5,70,58450.0,2025-08-19
GLAXO,2025-08-19,2807.2,2026-07-03,2395.5,-14.67,-10.2,1.37,35.72,Strong,112.08,2583.04,7.99,22,61758.4,2025-08-19
AARTIPHARM,2025-08-19,852.65,2026-07-03,706.35,-17.16,-4.3,1.93,33.84,Strong,44.67,763.31,10.48,55,46895.75,2025-08-19
BAJAJHLDNG,2025-08-19,13785.0,2026-07-03,11079.0,-19.63,-1.4,1.64,87.45,Strong,463.43,12858.14,6.72,5,68925.0,2025-08-19
SHRIPISTON,2025-08-22,2622.0,2026-07-03,4197.5,60.09,7.4,2.02,21.23,Strong,91.09,2439.83,6.95,27,70794.0,2025-08-22
MUTHOOTFIN,2025-08-22,2680.6,2026-07-03,3054.9,13.96,1.6,2.59,228.82,Strong,83.01,2514.57,6.19,30,80418.0,2025-08-22
ANURAS,2025-08-22,1130.7,2026-07-03,1269.9,12.31,-0.7,1.47,18.34,Strong,30.1,1070.5,5.32,83,93848.1,2025-08-22
MEDPLUS,2025-08-22,821.25,2026-07-03,822.0,0.09,-6.1,1.37,22.13,Strong,31.48,758.29,7.67,79,64878.75,2025-08-22
HAL,2025-08-22,4473.0,2026-07-03,4428.9,-0.99,-5.6,1.46,577.67,Strong,110.04,4252.93,4.92,22,98406.0,2025-08-22
BHARTIARTL,2025-08-22,1933.3,2026-07-03,1910.4,-1.18,0.1,2.64,1739.63,Strong,31.79,1869.71,3.29,78,150797.4,2025-08-22
AARTIPHARM,2025-08-22,863.25,2026-07-03,706.35,-18.18,-2.7,2.0,34.29,Strong,41.25,780.76,9.56,60,51795.0,2025-08-22
SHRIPISTON,2025-08-26,2567.9,2026-07-03,4197.5,63.46,4.9,2.38,23.68,Strong,84.35,2399.2,6.57,29,74469.1,2025-08-26
POWERINDIA,2025-08-26,19780.0,2026-07-03,31040.0,56.93,0.4,2.28,480.67,Strong,863.21,18053.57,8.73,2,39560.0,2025-08-26
PTCIL,2025-08-26,13964.0,2026-07-03,17763.0,27.21,-4.0,1.7,29.66,Strong,548.29,12867.43,7.85,4,55856.0,2025-08-26
MUTHOOTFIN,2025-08-26,2673.1,2026-07-03,3054.9,14.28,1.2,2.79,232.13,Strong,75.34,2522.43,5.64,33,88212.3,2025-08-26
ANURAS,2025-08-26,1124.3,2026-07-03,1269.9,12.95,-1.3,1.79,19.68,Strong,30.99,1062.31,5.51,80,89944.0,2025-08-26
HAL,2025-08-26,4383.6,2026-07-03,4428.9,1.03,-7.0,1.6,591.36,Strong,105.91,4171.77,4.83,23,100822.8,2025-08-26
NAVA,2025-08-26,659.8,2026-07-03,622.35,-5.68,8.8,3.63,104.19,Strong,27.78,604.24,8.42,89,58722.2,2025-08-26
CSBBANK,2025-08-26,389.55,2026-07-03,352.2,-9.59,-4.9,2.53,28.1,Strong,19.74,350.06,10.14,126,49083.3,2025-08-26
AARTIPHARM,2025-08-26,818.65,2026-07-03,706.35,-13.72,-7.5,2.18,35.75,Strong,40.86,736.93,9.98,61,49937.65,2025-08-26
KRBL,2025-08-26,447.05,2026-07-03,375.5,-16.0,11.6,1.4,135.3,Strong,27.03,393.0,12.09,92,41128.6,2025-08-26
SHRIPISTON,2025-08-29,2512.6,2026-07-03,4197.5,67.06,2.4,2.34,23.83,Strong,87.01,2338.57,6.93,28,70352.8,2025-08-29
ASHOKLEY,2025-08-29,126.98,2026-07-03,164.35,29.43,2.3,2.44,200.86,Strong,3.81,119.35,6.01,655,83171.9,2025-08-29
PTCIL,2025-08-29,14011.0,2026-07-03,17763.0,26.78,-3.4,1.79,30.52,Strong,542.29,12926.43,7.74,4,56044.0,2025-08-29
MUTHOOTFIN,2025-08-29,2637.8,2026-07-03,3054.9,15.81,-0.2,2.89,230.83,Strong,77.39,2483.03,5.87,32,84409.6,2025-08-29
ANURAS,2025-08-29,1129.8,2026-07-03,1269.9,12.4,-0.9,1.87,19.96,Strong,30.37,1069.06,5.38,82,92643.6,2025-08-29
CSBBANK,2025-08-29,362.6,2026-07-03,352.2,-2.87,-11.3,2.04,29.61,Strong,20.48,321.64,11.3,122,44237.2,2025-08-29
SPLPETRO,2025-08-29,764.15,2026-07-03,725.0,-5.12,-5.5,4.25,13.35,Strong,34.14,695.88,8.93,73,55782.95,2025-08-29
POWERINDIA,2025-09-02,18815.0,2026-07-03,31040.0,64.97,-4.7,2.2,427.78,Strong,809.07,17196.86,8.6,3,56445.0,2025-09-02
LUMAXTECH,2025-09-02,1126.3,2026-07-03,1524.5,35.35,0.6,1.67,26.84,Strong,68.6,989.1,12.18,36,40546.8,2025-09-02
RBLBANK,2025-09-02,269.3,2026-07-03,361.1,34.09,5.0,1.48,335.23,Strong,8.16,252.99,6.06,306,82405.8,2025-09-02
ASHOKLEY,2025-09-02,130.39,2026-07-03,164.35,26.04,4.6,1.38,205.42,Strong,3.58,123.23,5.49,698,91012.22,2025-09-02
ANURAS,2025-09-02,1114.8,2026-07-03,1269.9,13.91,-2.1,1.65,23.66,Strong,32.59,1049.63,5.85,76,84724.8,2025-09-02
FIEMIND,2025-09-02,2191.6,2026-07-03,2261.7,3.2,12.1,2.6,20.02,Strong,95.41,2000.77,8.71,26,56981.6,2025-09-02
IDBI,2025-09-02,89.19,2026-07-03,83.84,-6.0,-5.7,1.44,75.23,Strong,3.26,82.66,7.32,766,68319.54,2025-09-02
MRF,2025-09-02,153885.0,2026-07-03,134655.0,-12.5,5.7,1.39,114.72,Strong,4191.07,145502.86,5.45,0,0.0,2025-09-02
TDPOWERSYS,2025-09-05,549.55,2026-07-03,1091.8,98.67,9.2,1.59,52.0,Strong,19.5,510.55,7.1,128,70342.4,2025-09-05
ASTRAMICRO,2025-09-05,1008.6,2026-07-03,1848.5,83.27,0.3,1.47,42.21,Strong,40.4,927.79,8.01,61,61524.6,2025-09-05
RBLBANK,2025-09-05,276.0,2026-07-03,361.1,30.83,6.7,1.81,357.15,Strong,8.48,259.04,6.14,294,81144.0,2025-09-05
ANURAS,2025-09-05,1110.6,2026-07-03,1269.9,14.34,-2.3,1.58,26.86,Strong,32.21,1046.19,5.8,77,85516.2,2025-09-05
FIEMIND,2025-09-05,2042.9,2026-07-03,2261.7,10.71,3.6,2.49,25.16,Strong,104.51,1833.89,10.23,23,46986.7,2025-09-05
NAVA,2025-09-05,678.65,2026-07-03,622.35,-8.3,8.9,1.51,129.99,Strong,31.28,616.09,9.22,79,53613.35,2025-09-05
BRITANNIA,2025-09-05,6076.0,2026-07-03,5379.0,-11.47,6.5,1.77,281.91,Strong,171.54,5732.93,5.65,14,85064.0,2025-09-05
M&M,2025-09-05,3561.3,2026-07-03,3136.9,-11.92,9.9,1.43,1014.11,Strong,99.11,3363.07,5.57,25,89032.5,2025-09-05
TDPOWERSYS,2025-09-09,548.45,2026-07-03,1091.8,99.07,8.7,1.84,50.49,Strong,20.02,508.41,7.3,124,68007.8,2025-09-09
POWERINDIA,2025-09-09,18846.0,2026-07-03,31040.0,64.7,-4.3,2.0,387.31,Strong,633.64,17578.71,6.72,3,56538.0,2025-09-09
LUMAXTECH,2025-09-09,1139.0,2026-07-03,1524.5,33.85,2.1,2.04,24.76,Strong,74.68,989.64,13.11,33,37587.0,2025-09-09
RBLBANK,2025-09-09,273.45,2026-07-03,361.1,32.05,5.2,1.86,337.07,Strong,7.97,257.51,5.83,313,85589.85,2025-09-09
ANURAS,2025-09-09,1081.8,2026-07-03,1269.9,17.39,-4.6,1.82,27.97,Strong,31.14,1019.53,5.76,80,86544.0,2025-09-09
JINDALSTEL,2025-09-09,1034.1,2026-07-03,1054.0,1.92,5.8,1.31,192.62,Strong,23.19,987.73,4.48,107,110648.7,2025-09-09
MAXHEALTH,2025-09-09,1152.9,2026-07-03,1153.4,0.04,-6.8,1.31,274.5,Strong,29.13,1094.64,5.05,85,97996.5,2025-09-09
MRF,2025-09-09,149315.0,2026-07-03,134655.0,-9.82,1.9,1.45,127.51,Strong,3858.21,141598.57,5.17,0,0.0,2025-09-09
BRITANNIA,2025-09-09,6142.5,2026-07-03,5379.0,-12.43,7.5,1.84,259.56,Strong,150.93,5840.64,4.91,16,98280.0,2025-09-09
APTUS,2025-09-09,348.45,2026-07-03,287.85,-17.39,2.6,4.61,119.35,Strong,10.83,326.79,6.22,230,80143.5,2025-09-09
HDFCLIFE,2025-09-09,761.1,2026-07-03,567.7,-25.41,-1.2,1.48,219.07,Strong,17.01,727.09,4.47,146,111120.6,2025-09-09
AFFLE,2025-09-09,2070.2,2026-07-03,1464.6,-29.25,6.4,1.87,59.82,Strong,49.47,1971.26,4.78,50,103510.0,2025-09-09
TDPOWERSYS,2025-09-12,551.65,2026-07-03,1091.8,97.92,8.7,1.79,48.84,Strong,21.39,508.88,7.75,116,63991.4,2025-09-12
ASTRAMICRO,2025-09-12,1085.9,2026-07-03,1848.5,70.23,8.2,1.54,46.94,Strong,44.89,996.13,8.27,55,59724.5,2025-09-12
GMRAIRPORT,2025-09-12,88.13,2026-07-03,112.8,27.99,-1.9,2.24,135.23,Strong,1.66,84.81,3.77,1506,132723.78,2025-09-12
UJJIVANSFB,2025-09-12,46.62,2026-07-03,59.6,27.84,3.2,1.33,36.06,Strong,1.42,43.79,6.08,1765,82284.3,2025-09-12
ANURAS,2025-09-12,1102.4,2026-07-03,1269.9,15.19,-2.6,2.28,32.98,Strong,31.05,1040.3,5.63,80,88192.0,2025-09-12
GRSE,2025-09-12,2581.9,2026-07-03,2748.5,6.45,-0.4,1.31,224.37,Strong,107.68,2366.54,8.34,23,59383.7,2025-09-12
NBCC,2025-09-12,106.49,2026-07-03,102.36,-3.88,-1.8,1.44,79.95,Strong,2.84,100.81,5.34,879,93604.71,2025-09-12
MRF,2025-09-12,146570.0,2026-07-03,134655.0,-8.13,-0.1,1.47,132.19,Strong,4013.21,138543.57,5.48,0,0.0,2025-09-12
COCHINSHIP,2025-09-12,1745.7,2026-07-03,1524.1,-12.69,-1.8,1.34,151.99,Strong,60.09,1625.51,6.88,41,71573.7,2025-09-12
INTELLECT,2025-09-12,1021.95,2026-07-03,787.0,-22.99,-1.2,1.34,51.47,Strong,34.91,952.14,6.83,71,72558.45,2025-09-12
AFFLE,2025-09-12,2075.9,2026-07-03,1464.6,-29.45,6.4,2.35,71.13,Strong,58.01,1959.87,5.59,43,89263.7,2025-09-12
TDPOWERSYS,2025-09-16,543.95,2026-07-03,1091.8,100.72,6.7,1.75,48.96,Strong,21.65,500.65,7.96,115,62554.25,2025-09-16
ASTRAMICRO,2025-09-16,1104.3,2026-07-03,1848.5,67.39,9.9,1.55,52.53,Strong,42.9,1018.5,7.77,58,64049.4,2025-09-16
CUB,2025-09-16,152.88,2026-07-03,216.76,41.78,-2.4,1.43,38.07,Strong,3.93,145.01,5.15,635,97078.8,2025-09-16
UJJIVANSFB,2025-09-16,45.97,2026-07-03,59.6,29.65,2.0,1.45,35.45,Strong,1.39,43.19,6.05,1798,82654.06,2025-09-16
GMRAIRPORT,2025-09-16,92.84,2026-07-03,112.8,21.5,3.3,2.74,151.44,Strong,1.85,89.14,3.98,1352,125519.68,2025-09-16
ANURAS,2025-09-16,1099.0,2026-07-03,1269.9,15.55,-2.8,1.95,31.22,Strong,29.21,1040.57,5.32,85,93415.0,2025-09-16
ENGINERSIN,2025-09-16,208.86,2026-07-03,237.49,13.71,-2.7,1.46,68.59,Strong,6.38,196.09,6.11,391,81664.26,2025-09-16
GRSE,2025-09-16,2440.3,2026-07-03,2748.5,12.63,-5.1,1.55,261.22,Strong,108.01,2224.27,8.85,23,56126.9,2025-09-16
BANCOINDIA,2025-09-16,690.35,2026-07-03,689.1,-0.18,12.3,5.45,55.98,Strong,32.14,626.08,9.31,77,53156.95,2025-09-16
NBCC,2025-09-16,109.59,2026-07-03,102.36,-6.6,1.4,1.6,84.45,Strong,2.79,104.01,5.09,895,98083.05,2025-09-16
COCHINSHIP,2025-09-16,1821.6,2026-07-03,1524.1,-16.33,3.0,1.84,201.45,Strong,64.74,1692.11,7.11,38,69220.8,2025-09-16
INTELLECT,2025-09-16,1039.15,2026-07-03,787.0,-24.27,0.9,1.37,51.72,Strong,33.62,971.9,6.47,74,76897.1,2025-09-16
AFFLE,2025-09-16,2067.7,2026-07-03,1464.6,-29.17,5.9,2.51,71.13,Strong,58.18,1951.34,5.63,42,86843.4,2025-09-16
CEMPRO,2025-09-19,772.3,2026-07-03,1449.0,87.62,-0.5,1.51,44.75,Strong,31.32,709.66,8.11,79,61011.7,2025-09-19
INOXINDIA,2025-09-19,1233.2,2026-07-03,1871.0,51.72,5.0,1.68,10.05,Strong,35.62,1161.96,5.78,70,86324.0,2025-09-19
CUB,2025-09-19,158.93,2026-07-03,216.76,36.38,1.7,1.6,42.7,Strong,4.03,150.88,5.07,620,98538.15,2025-09-19
SANDUMA,2025-09-19,159.33,2026-07-03,209.73,31.63,3.2,1.33,9.56,Strong,5.1,149.13,6.4,490,78073.33,2025-09-19
ADANIPORTS,2025-09-19,1427.8,2026-07-03,1874.2,31.26,3.7,1.63,279.66,Strong,24.84,1378.11,3.48,100,142780.0,2025-09-19
UJJIVANSFB,2025-09-19,45.79,2026-07-03,59.6,30.16,1.8,1.77,40.15,Strong,1.25,43.3,5.44,2005,91808.95,2025-09-19
PFOCUS,2025-09-19,184.02,2026-07-03,235.99,28.24,13.9,2.18,55.2,Strong,9.27,165.48,10.07,269,49501.38,2025-09-19
GMRAIRPORT,2025-09-19,92.53,2026-07-03,112.8,21.91,2.9,3.21,158.39,Strong,1.85,88.83,4.0,1352,125100.56,2025-09-19
BANKINDIA,2025-09-19,120.47,2026-07-03,144.05,19.57,5.5,1.36,63.31,Strong,2.41,115.64,4.01,1036,124806.92,2025-09-19
ANURAS,2025-09-19,1078.0,2026-07-03,1269.9,17.8,-4.4,1.91,31.96,Strong,27.51,1022.97,5.1,90,97020.0,2025-09-19
ENGINERSIN,2025-09-19,206.6,2026-07-03,237.49,14.95,-2.9,1.74,67.92,Strong,6.05,194.49,5.86,412,85119.2,2025-09-19
GRSE,2025-09-19,2605.3,2026-07-03,2748.5,5.5,2.0,3.04,404.46,Strong,111.55,2382.2,8.56,22,57316.6,2025-09-19
BEL,2025-09-19,408.9,2026-07-03,418.05,2.24,5.3,1.43,559.12,Strong,8.18,392.54,4.0,305,124714.5,2025-09-19
MAXHEALTH,2025-09-19,1159.7,2026-07-03,1153.4,-0.54,-4.8,1.51,316.32,Strong,23.25,1113.2,4.01,107,124087.89,2025-09-19
ASAHIINDIA,2025-09-19,878.6,2026-07-03,873.65,-0.56,3.4,1.4,24.35,Strong,31.2,816.21,7.1,80,70288.0,2025-09-19
NBCC,2025-09-19,110.81,2026-07-03,102.36,-7.63,2.8,1.7,87.71,Strong,2.6,105.6,4.7,959,106266.79,2025-09-19
TATAINVEST,2025-09-19,733.35,2026-07-03,667.3,-9.01,7.3,1.48,49.92,Strong,16.77,699.81,4.57,149,109269.15,2025-09-19
POWERMECH,2025-09-19,2973.4,2026-07-03,2631.3,-11.51,-5.0,2.67,34.15,Strong,85.96,2801.47,5.78,29,86228.6,2025-09-19
ERIS,2025-09-19,1639.6,2026-07-03,1431.1,-12.72,-6.0,2.06,23.85,Strong,41.73,1556.14,5.09,59,96736.4,2025-09-19
DCMSHRIRAM,2025-09-19,1255.3,2026-07-03,1025.9,-18.27,-4.9,4.74,41.83,Strong,42.0,1171.3,6.69,59,74062.7,2025-09-19
AMBUJACEM,2025-09-19,582.45,2026-07-03,443.4,-23.87,-0.8,2.8,229.46,Strong,11.53,559.39,3.96,216,125809.2,2025-09-19
AARTIPHARM,2025-09-19,930.2,2026-07-03,706.35,-24.06,4.7,1.5,35.06,Strong,26.46,877.29,5.69,94,87438.8,2025-09-19
CEMPRO,2025-09-23,822.25,2026-07-03,1449.0,76.22,6.2,1.36,47.23,Strong,32.5,757.26,7.9,76,62491.0,2025-09-23
DATAPATTNS,2025-09-23,2773.3,2026-07-03,4507.0,62.51,5.1,1.89,80.02,Strong,105.66,2561.99,7.62,23,63785.9,2025-09-23
INOXINDIA,2025-09-23,1211.5,2026-07-03,1871.0,54.44,3.2,1.53,10.08,Strong,33.71,1144.09,5.56,74,89651.0,2025-09-23
CUB,2025-09-23,153.76,2026-07-03,216.76,40.98,-1.5,1.39,39.89,Strong,4.04,145.68,5.25,619,95175.9,2025-09-23
ADANIPORTS,2025-09-23,1441.6,2026-07-03,1874.2,30.01,4.7,1.73,321.43,Strong,27.04,1387.51,3.75,92,132627.2,2025-09-23
GMRAIRPORT,2025-09-23,90.53,2026-07-03,112.8,24.6,0.7,3.06,156.54,Strong,1.96,86.62,4.32,1277,115606.81,2025-09-23
BANKINDIA,2025-09-23,121.43,2026-07-03,144.05,18.63,6.1,1.53,67.67,Strong,2.49,116.45,4.1,1004,121915.72,2025-09-23
ANURAS,2025-09-23,1093.2,2026-07-03,1269.9,16.16,-2.9,2.21,35.75,Strong,27.81,1037.57,5.09,89,97294.8,2025-09-23
BEL,2025-09-23,404.45,2026-07-03,418.05,3.36,4.2,1.52,560.78,Strong,8.3,387.85,4.1,301,121739.45,2025-09-23
POONAWALLA,2025-09-23,482.95,2026-07-03,460.95,-4.56,8.3,5.87,242.66,Strong,17.07,448.81,7.07,146,70510.7,2025-09-23
ASAHIINDIA,2025-09-23,916.25,2026-07-03,873.65,-4.65,7.5,1.38,25.06,Strong,31.44,853.36,6.86,79,72383.75,2025-09-23
JSWINFRA,2025-09-23,342.05,2026-07-03,326.05,-4.68,10.3,2.52,69.01,Strong,7.66,326.74,4.48,326,111508.3,2025-09-23
HAL,2025-09-23,4799.9,2026-07-03,4428.9,-7.73,4.6,1.32,546.63,Strong,91.34,4617.21,3.81,27,129597.3,2025-09-23
NBCC,2025-09-23,112.84,2026-07-03,102.36,-9.29,4.7,2.25,106.58,Strong,2.91,107.03,5.15,860,97042.4,2025-09-23
ERIS,2025-09-23,1634.9,2026-07-03,1431.1,-12.47,-6.1,1.98,23.62,Strong,40.69,1553.51,4.98,61,99728.9,2025-09-23
CHOLAHLDNG,2025-09-23,1922.4,2026-07-03,1673.9,-12.93,1.4,1.34,46.26,Strong,62.6,1797.2,6.51,39,74973.6,2025-09-23
BDL,2025-09-23,1595.4,2026-07-03,1388.2,-12.99,1.0,1.47,277.52,Strong,45.98,1503.44,5.76,54,86151.6,2025-09-23
DCMSHRIRAM,2025-09-23,1210.9,2026-07-03,1025.9,-15.28,-7.9,5.3,42.99,Strong,42.39,1126.13,7.0,58,70232.2,2025-09-23
GMRP&UI,2025-09-23,121.82,2026-07-03,99.95,-17.95,5.0,3.54,31.83,Strong,5.06,111.7,8.31,493,60057.26,2025-09-23
AARTIPHARM,2025-09-23,871.65,2026-07-03,706.35,-18.96,-1.8,1.52,33.95,Strong,28.78,814.09,6.6,86,74961.9,2025-09-23
AMBUJACEM,2025-09-23,591.6,2026-07-03,443.4,-25.05,0.8,3.18,243.95,Strong,12.72,566.15,4.3,196,115953.6,2025-09-23
AFFLE,2025-09-23,2084.2,2026-07-03,1464.6,-29.73,6.0,1.51,87.13,Strong,72.04,1940.11,6.91,34,70862.8,2025-09-23
CEMPRO,2025-09-26,801.5,2026-07-03,1449.0,80.79,3.9,1.3,48.54,Strong,33.52,734.46,8.36,74,59311.0,2025-09-26
DATAPATTNS,2025-09-26,2654.9,2026-07-03,4507.0,69.76,1.0,1.52,83.19,Strong,103.25,2448.4,7.78,24,63717.6,2025-09-26
INOXINDIA,2025-09-26,1184.0,2026-07-03,1871.0,58.02,1.1,1.66,10.94,Strong,34.54,1114.91,5.83,72,85248.0,2025-09-26
ADANIPORTS,2025-09-26,1392.0,2026-07-03,1874.2,34.64,1.3,1.55,334.08,Strong,26.97,1338.06,3.88,92,128064.0,2025-09-26
BANKINDIA,2025-09-26,116.33,2026-07-03,144.05,23.83,1.5,1.31,74.51,Strong,2.71,110.9,4.67,921,107139.93,2025-09-26
ANURAS,2025-09-26,1100.5,2026-07-03,1269.9,15.39,-1.9,2.04,40.75,Strong,25.9,1048.7,4.71,96,105648.0,2025-09-26
CANBK,2025-09-26,118.08,2026-07-03,127.19,7.72,6.6,1.56,252.64,Strong,2.76,112.56,4.68,905,106862.4,2025-09-26
DEEPAKFERT,2025-09-26,1531.6,2026-07-03,1649.3,7.68,2.5,1.37,44.44,Strong,42.41,1446.77,5.54,58,88832.8,2025-09-26
GRSE,2025-09-26,2611.5,2026-07-03,2748.5,5.25,2.4,3.64,537.25,Strong,120.12,2371.26,9.2,20,52230.0,2025-09-26
GODREJIND,2025-09-26,1195.0,2026-07-03,1209.8,1.24,0.7,1.97,21.99,Strong,34.01,1126.97,5.69,73,87235.0,2025-09-26
JSWINFRA,2025-09-26,322.65,2026-07-03,326.05,1.05,3.6,2.82,74.47,Strong,8.73,305.19,5.41,286,92277.9,2025-09-26
NBCC,2025-09-26,105.18,2026-07-03,102.36,-2.68,-2.1,1.49,107.53,Strong,3.22,98.74,6.12,776,81619.68,2025-09-26
